name,age,gender,salary,education,years of service
Jamie Berry,30,Male,93543,Ph.D.,6
Drew Butler,30,Female,60382,Bachelor's,3
Jeffrey Phillips,61,Female,70264,Bachelor's,13
Cody Becker,52,Male,83578,Bachelor's,29
Nicholas Davis,41,Female,73302,Bachelor's,20
Kelly Gregory,61,Female,92091,Ph.D.,5
Michael Hess,47,Male,72624,Bachelor's,13
Billy White,47,Female,65929,Bachelor's,16
Michael Torres,47,Male,65595,Bachelor's,8
Caleb Garcia,33,Female,82496,Bachelor's,20
Kyle Miller,41,Female,60050,M.S.,22
John Barry,60,Male,69064,M.S.,13
Judith Johnston,40,Female,88563,M.S.,19
Kristina Valdez,44,Female,88249,M.S.,8
Douglas Schmitt,42,Female,57436,Bachelor's,24
Theresa Davis,47,Male,92089,Ph.D.,28
Tina Edwards,34,Female,58168,Ph.D.,22
Samuel Wood,60,Male,58750,Ph.D.,29
Shannon Chapman,52,Female,51113,Bachelor's,6
Kenneth Wilcox,60,Male,97569,M.S.,27
Robert Wilson,47,Male,74831,M.S.,1
Terry Bell,60,Male,89432,M.S.,13
Benjamin Jimenez,54,Female,68157,M.S.,5
Melissa Hamilton,30,Female,80516,Ph.D.,26
Colleen Barrett,30,Female,84291,Ph.D.,21
Matthew Turner,26,Male,66829,Ph.D.,28
Jean Beck,34,Male,95035,Ph.D.,1
Jordan Harris,49,Female,95166,Bachelor's,29
Chad Ruiz MD,64,Male,65372,Bachelor's,18
Katrina Miller,55,Female,93950,Bachelor's,5
Phillip Boyer,45,Male,64752,M.S.,9
Katherine Brooks,27,Male,80583,Bachelor's,19
Andre Smith,44,Female,53716,Ph.D.,25
Joshua Chapman,57,Male,69484,Ph.D.,14
Sherry Logan,53,Male,56007,Bachelor's,16
Carl Weaver,54,Male,91012,M.S.,2
Dakota James DVM,31,Male,74116,Ph.D.,27
Robert Mccarthy,36,Female,63923,Bachelor's,25
Beth Thomas,39,Male,57273,M.S.,25
Taylor Boyer,56,Male,55265,Bachelor's,20
Sharon Mccarty,64,Female,74184,Ph.D.,9
Brady Martinez,54,Female,94610,Bachelor's,25
Jonathan Little,44,Female,76821,M.S.,2
David Graves,37,Female,78826,Ph.D.,7
Bruce Long,47,Male,89832,Bachelor's,8
Lisa Wilson,51,Female,79490,Bachelor's,2
Paula Nunez DDS,58,Male,81803,Ph.D.,21
Richard Garcia,41,Male,97389,M.S.,16
Eugene Morris,31,Male,94205,M.S.,1
Ricky Hall,46,Female,96686,Bachelor's,2
Jeffrey Marshall,59,Male,76347,Ph.D.,26
Kimberly Calhoun,28,Male,84238,Bachelor's,9
Vanessa Nelson,52,Female,77999,Ph.D.,11
Chelsea Hayden,42,Female,91154,Ph.D.,22
Calvin Myers,61,Female,60732,M.S.,30
Steven Cohen,63,Male,84921,M.S.,17
Jesse Hardin,55,Male,58157,M.S.,19
Ana Rivera,40,Male,52830,Ph.D.,9
Jennifer Reese,29,Male,98750,Ph.D.,12
Amy Moore,54,Female,66735,M.S.,3
Krystal Sanchez,34,Male,63402,Bachelor's,12
Brendan Love,51,Male,97012,Bachelor's,20
Tiffany Gibson,39,Male,84003,Bachelor's,3
Cynthia Lewis,34,Female,79399,Ph.D.,10
Tim Garner,36,Female,84627,Ph.D.,7
Laura Browning,44,Female,50669,Bachelor's,13
Emily Goodman,27,Female,79338,Ph.D.,1
Morgan Hardy,46,Male,86431,Ph.D.,9
Brianna Turner,28,Male,60658,Bachelor's,6
Taylor Noble,60,Female,51836,Bachelor's,10
Dr. Teresa Shaw DDS,26,Male,59687,Ph.D.,9
Joyce Snyder,46,Female,91518,M.S.,11
Kristin Hayes,43,Male,68280,M.S.,14
Paul Hall,62,Female,57254,Ph.D.,24
Kristina Simpson,53,Male,66961,Ph.D.,13
Kelly Smith,56,Male,76702,Ph.D.,21
Jennifer Gonzalez,41,Male,50839,M.S.,25
Latoya Harper,55,Male,54784,Ph.D.,26
Maria Copeland,26,Female,56736,M.S.,16
Brian Sullivan,62,Female,53562,Bachelor's,13
Anthony Guzman,34,Female,74617,Ph.D.,12
Rebecca Barrera,39,Male,68427,Ph.D.,11
Melinda Bowman,47,Female,84706,Ph.D.,11
Melissa Hopkins,30,Male,58426,Ph.D.,30
Meagan Moon,27,Female,78978,Bachelor's,26
Matthew Salazar,32,Female,53390,Ph.D.,17
Calvin Herrera,31,Male,56636,Ph.D.,30
Tammy Gray,35,Male,69003,M.S.,24
William Garcia,40,Female,65740,Bachelor's,30
Nancy Ortiz,54,Female,73721,M.S.,12
Leah Weber,43,Male,73022,Bachelor's,30
Mrs. Brenda Rodriguez,48,Male,99572,Ph.D.,25
Allison Wilson,35,Male,78352,Ph.D.,16
Gary Foster,54,Male,71862,Ph.D.,12
Ryan Johnson,36,Male,65830,Ph.D.,19
Jessica Cobb,43,Female,98315,Ph.D.,6
Amy Dalton,32,Male,66037,Ph.D.,29
Derek Klein,30,Male,84554,Bachelor's,3
Jeffrey Lamb,29,Male,83982,M.S.,1
Amy Glover,26,Male,81561,Bachelor's,20
Brian Ward,33,Male,81777,Ph.D.,1
Jerry Jones,35,Male,91681,M.S.,5
Mr. George Curry,26,Female,91724,Bachelor's,7
Justin Simon,45,Male,94578,Bachelor's,26
Terry Flores,48,Female,77825,M.S.,5
Cynthia Barnett,45,Male,92223,Ph.D.,28
Tyler Vang,44,Female,91931,M.S.,12
Travis Sanchez,42,Female,92096,Bachelor's,8
Dr. Timothy Yu,46,Female,70625,M.S.,21
Timothy Jenkins,54,Female,50635,Bachelor's,7
Tiffany Day,61,Female,87879,Bachelor's,12
Tanya Hood,55,Male,68796,M.S.,15
Daniel Neal,35,Male,87663,M.S.,28
Jonathan Nunez,38,Male,65991,M.S.,25
James Jimenez,26,Male,85665,M.S.,19
Ryan Wilson,64,Female,96946,Ph.D.,25
Tiffany Hernandez,63,Female,98797,M.S.,16
Scott Santos,48,Male,97907,M.S.,19
Nicole Callahan,33,Male,90423,Bachelor's,19
Jeffrey Rogers,53,Female,67464,M.S.,21
Colleen Parker,61,Female,94136,Bachelor's,25
Erin Hughes,37,Female,97912,Bachelor's,1
Erik Walker,45,Female,68014,Bachelor's,29
Megan Patrick,42,Female,64826,M.S.,12
Mrs. Ashley Massey,38,Male,80202,Ph.D.,14
Shannon Brown DDS,25,Male,80706,Bachelor's,30
Danielle Benton,36,Female,99993,Ph.D.,6
George Nelson,57,Male,50681,M.S.,2
Noah Hinton,31,Female,90131,M.S.,19
Anthony Haas,62,Female,65451,Bachelor's,6
Joseph Peck,42,Female,66456,Ph.D.,15
James Thompson,54,Female,50772,Bachelor's,8
Angela Valdez,55,Female,99730,Bachelor's,27
Heather Walker,59,Female,92515,Ph.D.,16
Eric Richardson,58,Male,54837,M.S.,24
Daniel Lloyd,51,Male,72166,M.S.,12
Holly Norton,51,Male,84478,Bachelor's,3
Michael Mays,59,Female,50417,Bachelor's,11
Patricia Hughes DVM,62,Male,82304,Bachelor's,22
Donald Clark,59,Female,96130,Ph.D.,17
Christopher Warren,47,Female,65046,M.S.,15
Sara Payne,36,Male,78886,Ph.D.,11
Felicia Peterson,33,Female,63671,Bachelor's,27
Jordan Cohen,45,Female,66913,Ph.D.,22
Kaitlyn Taylor,31,Male,52505,M.S.,19
Jessica Boyd,40,Female,65470,Ph.D.,29
Jason Murphy,54,Female,54738,Bachelor's,18
Elizabeth Walter DVM,53,Female,60023,Bachelor's,22
Courtney Hurst,53,Female,69572,Ph.D.,13
Jane Serrano,26,Male,74162,Bachelor's,5
Melissa Patterson,63,Male,63826,Ph.D.,24
Matthew Acosta,50,Male,57413,Bachelor's,26
Tina Santiago,32,Male,76290,Bachelor's,30
Jeff Mclean,40,Female,97834,Ph.D.,21
Claire Brooks,50,Female,69088,M.S.,3
Taylor Cook,43,Male,54441,M.S.,28
Julie Murray,28,Female,64304,Bachelor's,30
Emily Farmer,65,Female,53066,Ph.D.,2
Steven Kelly,63,Female,86587,Ph.D.,28
Lori Ray,36,Male,78627,Bachelor's,1
Daniel Sparks,35,Female,73866,Ph.D.,11
Rebecca Holmes,27,Female,78341,M.S.,17
Brian David,38,Female,67120,Bachelor's,5
Lisa Fischer,29,Male,74509,M.S.,2
Anna Cooper,49,Female,76235,Bachelor's,22
Rhonda Cruz,32,Male,66146,Ph.D.,21
Angela Ruiz,50,Female,53591,Ph.D.,11
Brenda Sellers,31,Male,88177,Bachelor's,3
Ryan Howard,45,Male,94166,Bachelor's,22
Joseph Barrett,57,Female,76735,M.S.,29
Alexander Klein,51,Male,77891,M.S.,20
Zachary Reed,45,Male,77270,Bachelor's,6
Zachary Burton,61,Male,59914,Ph.D.,19
Lauren Mejia,39,Female,99576,Ph.D.,1
Julie Simmons,29,Female,54330,Ph.D.,25
Miguel Sweeney,31,Female,90355,Ph.D.,18
Ricardo Davis,65,Male,56470,Bachelor's,16
Angela Guzman,27,Male,69345,Ph.D.,3
John Hardy,56,Male,59912,Bachelor's,23
Kelly Cameron,45,Female,61653,Bachelor's,9
Carolyn Henderson,33,Female,91797,M.S.,26
Jenny Ramos,47,Female,74143,Bachelor's,20
Edward Crawford,42,Male,71085,M.S.,23
Jillian Miller,54,Female,70949,Bachelor's,15
Frank Harrison,46,Female,66412,Ph.D.,30
Luis Young,36,Male,59082,M.S.,30
Lucas Moreno,45,Female,99313,Bachelor's,26
Christopher Juarez,37,Male,66997,Bachelor's,10
Casey Boyle,56,Female,91314,Ph.D.,25
David Baxter,43,Female,82401,Ph.D.,3
Lori Short,33,Female,65431,Bachelor's,25
Lisa Frey,40,Male,92319,Bachelor's,25
Frank Cruz,62,Male,76890,M.S.,2
Mariah Garcia,31,Male,80967,M.S.,15
Gabriel Green,42,Male,66499,M.S.,14
Adam Casey,30,Male,84937,M.S.,28
Rachel Stone,62,Female,59660,Bachelor's,26
Teresa Jackson,48,Male,59793,Bachelor's,2
Sandra Roberts,27,Male,59678,Bachelor's,6
Shane Chambers,38,Male,64137,Ph.D.,30
Patricia Wong,65,Male,67189,Bachelor's,7
Matthew Kelly,44,Female,91685,Ph.D.,11
Patricia Barrett,62,Male,60975,Bachelor's,12
Matthew Lewis,48,Female,86677,M.S.,29
Patricia Mata,52,Female,96746,Bachelor's,22
Terri Smith,49,Male,55281,Bachelor's,12
David Lane,40,Male,69252,Ph.D.,30
Trevor Holmes,61,Female,78459,M.S.,2
Micheal Rangel,37,Male,68969,M.S.,17
Dennis Cooper,44,Male,59750,Bachelor's,28
Joseph Dunn,27,Male,60244,Bachelor's,4
Michael Ortiz,51,Male,96430,Ph.D.,14
Mariah Thomas,34,Male,63940,Bachelor's,19
Erika Koch,31,Male,88169,Bachelor's,19
Shawn Brock,32,Female,96964,Ph.D.,7
Linda Lyons,25,Male,90064,Bachelor's,8
Derrick Ruiz,58,Male,54128,Bachelor's,6
Cheryl Berry,59,Male,53387,M.S.,25
Victor Norton,50,Female,97180,Ph.D.,4
Jessica Turner,26,Male,92008,M.S.,21
Sarah Schmitt,60,Female,89796,Ph.D.,13
Jonathan Wood,37,Female,66004,M.S.,5
Nicole Evans,29,Male,91199,Ph.D.,15
Michael Hardy,49,Female,99158,M.S.,8
John Gill,59,Male,80286,Ph.D.,15
Gregory Cooley,60,Male,55275,Bachelor's,14
Todd Ballard,56,Female,80693,Ph.D.,15
Brandy Richard,59,Male,97049,M.S.,7
Lindsey Figueroa,33,Male,50279,M.S.,10
Catherine Camacho,63,Female,99473,Bachelor's,8
Melissa Allen,50,Female,88293,Ph.D.,29
Amanda Dickerson,56,Male,57885,M.S.,23
Loretta Bradley,47,Female,78376,M.S.,4
Cheyenne Moore,33,Male,61590,Bachelor's,19
Mrs. Christine Lee DVM,65,Female,67374,Bachelor's,18
Juan Meyers,43,Female,54163,Bachelor's,22
Jacob Ortiz,50,Male,94470,Ph.D.,7
Deborah Reed,39,Male,54197,M.S.,14
Katherine Jacobs,42,Male,71307,Bachelor's,7
Teresa Yates,35,Male,88222,Bachelor's,3
Tiffany Price,53,Male,96696,Bachelor's,16
Mary Singh,39,Female,61962,Bachelor's,14
Amanda Mccormick,32,Male,59087,Ph.D.,19
Andrew Kim,40,Male,63974,Bachelor's,14
Jillian Castillo,48,Female,84032,M.S.,12
Angel Jackson,36,Male,95334,Bachelor's,10
Francisco Smith,47,Female,76656,Ph.D.,7
Paula Daniel,34,Male,68301,Ph.D.,29
Mariah Martin,31,Male,64273,Ph.D.,1
Rebecca Miller,45,Male,83902,Bachelor's,3
Colin Castro,55,Female,79338,Bachelor's,2
Stacy Hughes,60,Female,77824,Ph.D.,23
Virginia Young,50,Female,50575,Ph.D.,2
Daniel Mann DDS,49,Male,56033,Bachelor's,3
Dennis Petty,42,Female,62370,Ph.D.,30
Jesse Norton,57,Female,63649,M.S.,7
Tiffany David,60,Male,78236,M.S.,13
Alexandra Mays,46,Female,52121,Bachelor's,9
Christina Vargas,28,Female,67032,M.S.,12
Jesse Chambers,44,Male,71631,Bachelor's,15
Antonio Franklin,37,Female,74561,Ph.D.,7
Betty Osborne,25,Male,61867,Bachelor's,4
Matthew Holmes,57,Male,77752,Bachelor's,8
John Lee,49,Female,69063,Ph.D.,20
Grace Klein,42,Female,74807,Bachelor's,7
Larry Carlson,30,Male,94858,Bachelor's,3
Kathleen Smith,56,Female,94609,Ph.D.,3
Michael Huffman,50,Female,78836,Ph.D.,24
Michael Rodriguez,62,Male,99388,M.S.,26
Joseph Fletcher,46,Male,91255,M.S.,1
Colin Gonzalez,26,Male,74147,Bachelor's,12
Erica Bell,27,Female,61510,M.S.,17
Kristin Adams,27,Male,81998,Bachelor's,20
Marissa Hunt DDS,41,Female,50192,Bachelor's,19
Keith Green,59,Male,80691,Ph.D.,24
Corey Lynch,46,Male,92481,M.S.,28
Anna Nguyen,40,Male,73682,Ph.D.,26
Monica Elliott,58,Female,55795,Bachelor's,5
Kara Boyer,42,Female,96625,Bachelor's,3
Rachel Smith,41,Male,99310,M.S.,13
Elizabeth Crosby,25,Male,92785,M.S.,4
Sharon Taylor,25,Female,99111,Ph.D.,22
Brandon Hardy,51,Male,53360,Ph.D.,20
Catherine Flores,51,Female,95896,Bachelor's,19
Timothy Newton,65,Female,76900,Bachelor's,12
Adam Patterson,42,Male,92986,Bachelor's,17
John Frederick,38,Female,52737,Bachelor's,21
Kathleen Cook,30,Female,84526,Bachelor's,24
Carolyn Fields,50,Female,62142,M.S.,15
Jasmin Weeks,65,Female,67905,Bachelor's,18
Richard Lane,25,Female,90363,M.S.,24
Jessica Haynes,35,Female,60154,Bachelor's,15
Lauren Cole,25,Male,54875,Bachelor's,5
Tiffany Mercado,39,Female,77918,Bachelor's,10
Mr. Joseph Hansen,61,Male,81055,Ph.D.,30
Patrick Richardson,60,Female,90358,Ph.D.,11
Jennifer Nichols,48,Male,84340,Bachelor's,22
Lisa Williams,43,Female,87006,Ph.D.,10
Daniel Gates,41,Male,77165,Bachelor's,25
David Villanueva,51,Male,83389,Ph.D.,22
Susan Gonzalez,53,Female,69607,M.S.,26
Samantha West,38,Female,94853,Ph.D.,15
Anita Graham,42,Male,81176,Bachelor's,26
Jacob Cole,32,Female,84074,Bachelor's,26
Rachel Hernandez,52,Female,81400,M.S.,16
Karina Bailey,52,Female,75315,Bachelor's,6
Ricky Patrick,25,Male,91814,Ph.D.,14
Christopher Mccall,37,Male,88581,Bachelor's,17
Joshua Golden,49,Female,93534,M.S.,16
Joan Lewis,31,Male,65026,Bachelor's,24
Mary Warren,34,Male,59251,M.S.,6
Michelle Roy,39,Female,79200,Bachelor's,12
Danielle Strong,41,Female,95919,Bachelor's,17
David Bush,37,Male,54679,Ph.D.,10
Aaron Ballard,28,Female,90487,Ph.D.,26
Curtis Gomez,26,Female,87495,M.S.,4
Kimberly Nunez,56,Female,84721,M.S.,2
Tracy Cantu,34,Male,80699,Bachelor's,22
Jesus Richards,38,Female,95079,M.S.,21
Victoria Deleon,49,Male,50236,M.S.,4
Gary Gould,38,Male,66384,M.S.,17
Gabriel Smith,45,Male,98207,M.S.,11
Michelle Fields,42,Female,69368,Ph.D.,27
Kelly Rios,53,Female,95551,Bachelor's,11
Peter Donaldson,65,Male,66760,M.S.,5
Mark Olson,30,Male,87518,M.S.,14
Dorothy Reilly,28,Female,64729,Bachelor's,19
Emily Murray,57,Female,59535,Bachelor's,16
Mark King,55,Female,66975,Bachelor's,14
Tiffany Boyd,34,Female,84010,Ph.D.,13
Heather Bell,40,Female,75555,M.S.,22
Kathryn Benjamin,36,Female,66523,M.S.,30
Billy Coleman,30,Male,55677,Bachelor's,25
Dillon Brown,58,Male,58438,M.S.,17
Nicholas Costa,25,Male,66889,Ph.D.,22
Albert Peterson,38,Female,64547,Bachelor's,8
David Marshall,38,Female,87137,Ph.D.,14
John Gonzalez,53,Male,99062,Ph.D.,25
Elizabeth Delgado,56,Male,67866,Ph.D.,14
Kaitlyn Webster,49,Male,95173,M.S.,11
Angela Campbell,47,Male,63460,M.S.,21
Anthony Rose,27,Female,80453,Ph.D.,22
Dr. Shannon Mcdaniel,47,Female,65300,M.S.,10
Joseph Chapman,61,Male,51227,Ph.D.,29
William Norris MD,56,Male,65804,Bachelor's,2
Christine Meadows,41,Female,99361,Ph.D.,21
Ashley Tyler,56,Male,72480,M.S.,17
Gregory Gonzalez,37,Male,68119,Bachelor's,23
Cory Sanchez,62,Female,80478,M.S.,5
Sandra Rodriguez,60,Female,93523,Ph.D.,27
Bruce Wade,45,Female,63995,Ph.D.,5
Edward Mcgee,44,Male,63693,M.S.,4
Leah Juarez,60,Female,96020,Ph.D.,16
Samantha Pham,36,Female,52834,M.S.,6
Amy Conrad,54,Male,74091,Bachelor's,8
Jason Kaiser,53,Male,75444,Ph.D.,1
Steven Gibson,60,Female,97809,Bachelor's,15
Zachary Kaiser,60,Female,95873,M.S.,2
Charles Hayden,52,Male,50659,M.S.,19
Thomas Hobbs,43,Female,80699,Bachelor's,14
Keith Robertson,53,Male,75847,M.S.,9
Diane Moore MD,65,Male,77863,M.S.,6
Leslie Hall,42,Male,66344,Bachelor's,6
Shelby Sharp,51,Male,61153,Ph.D.,12
Michelle Miller,51,Female,96546,Bachelor's,15
Alex Good,64,Female,69841,M.S.,16
Antonio Perry,27,Female,61199,Ph.D.,16
Sydney Singleton,42,Female,82292,Bachelor's,3
Miguel Kramer,59,Male,85068,Ph.D.,10
Gwendolyn Gross,34,Female,71258,Bachelor's,1
Jessica Welch,50,Male,86699,Bachelor's,5
Karl Burch,63,Male,95392,M.S.,16
Lisa Barnes,55,Female,62936,Ph.D.,9
Ronald Daniel,56,Female,99451,Ph.D.,28
Erin Wells,41,Male,98489,Ph.D.,7
Ryan Vasquez,65,Female,80359,Ph.D.,25
Jason Williams,57,Male,87499,Ph.D.,14
Becky Harris,26,Female,73168,Bachelor's,17
Tonya Thomas,32,Female,51130,Ph.D.,26
Brendan Smith DDS,65,Female,64394,Ph.D.,1
Rebecca Hall,40,Male,71635,Bachelor's,9
Megan Perry,27,Male,91262,Ph.D.,25
Jose Bailey,38,Female,98856,Bachelor's,10
Katie Roach,44,Female,93481,Ph.D.,23
Ryan Castillo,29,Female,85543,Bachelor's,27
Jeremy Kim,64,Female,83957,M.S.,14
Joy Brown,60,Female,61159,M.S.,18
Damon Palmer,44,Male,87609,Bachelor's,29
Karen Berry,56,Female,94394,Ph.D.,5
Lawrence Richards,31,Male,78504,Ph.D.,15
Gregory Short,56,Female,51043,Bachelor's,15
Jorge Meyers,54,Female,67651,Ph.D.,10
Jeffrey Bell,45,Male,50782,M.S.,13
Jeffrey Jennings,43,Female,81903,M.S.,2
Kenneth Robinson,44,Male,91110,M.S.,7
Lindsey Hayden,61,Female,57446,Ph.D.,16
Christina Malone,26,Male,54315,Ph.D.,10
Jordan Tucker,48,Female,95856,M.S.,1
Michael Reed,46,Female,74128,M.S.,8
Connie Espinoza,26,Female,60855,Ph.D.,13
David Bradley,36,Female,98399,M.S.,10
Laura Underwood,60,Female,62027,Bachelor's,25
Heather Ellis,35,Male,76939,Bachelor's,18
Rhonda Lewis,51,Female,64287,M.S.,3
Raymond Miles,38,Female,84644,Bachelor's,17
Tara Branch,37,Male,58091,Bachelor's,8
Shelby Johnson,27,Female,91434,Ph.D.,27
Kristin Patterson,62,Female,87889,Ph.D.,26
Brittany Roberson,31,Male,80728,Ph.D.,25
Thomas Rojas,31,Female,88317,Bachelor's,2
Julian Fleming,58,Male,61220,M.S.,19
Lauren Gray,26,Female,76524,Ph.D.,26
Andrew Chandler,27,Male,72348,Ph.D.,6
Robert Hebert,60,Female,71108,Ph.D.,24
John Briggs,48,Male,89686,Bachelor's,5
Lindsey Duncan,41,Female,82940,M.S.,24
Brittney Dudley,45,Female,66764,Ph.D.,19
Michelle Ryan,29,Female,51054,Bachelor's,25
Kenneth Ochoa,32,Female,74854,M.S.,26
Elizabeth Jenkins,59,Female,87368,Bachelor's,22
Debbie Kelly,50,Female,53334,Bachelor's,10
Melissa Yoder MD,57,Female,69435,Ph.D.,10
William Woods,39,Male,73920,Bachelor's,14
Amy Watson,28,Male,59937,Bachelor's,15
Douglas Fischer,65,Female,63689,Ph.D.,19
Tasha Kramer MD,38,Female,96715,Bachelor's,28
Corey Norris,51,Female,55004,Bachelor's,27
Tonya Carr,65,Female,77341,M.S.,12
Dylan Levine,40,Female,89831,Bachelor's,14
Richard Mckenzie,33,Female,91295,Ph.D.,24
Chelsea White,36,Female,93003,Bachelor's,21
Jennifer Cannon,61,Female,79184,Bachelor's,13
Jordan Gibson,39,Female,68167,Bachelor's,23
Maria Warren,27,Female,81980,M.S.,25
Evan Schmidt,60,Male,64044,Bachelor's,16
Joshua Gonzales,36,Female,79680,Ph.D.,15
Allison Weber,35,Male,77378,Bachelor's,30
David Rocha,41,Male,53597,Bachelor's,2
Justin Morton,25,Male,69224,Ph.D.,24
Robert Cole,63,Female,53151,Ph.D.,16
Amanda Shepherd,59,Female,97544,M.S.,30
Matthew Stafford,37,Female,91661,Ph.D.,26
Thomas Henderson,61,Female,77812,M.S.,13
Robin Anderson,41,Male,83960,Ph.D.,13
Robert Cox,58,Female,79752,M.S.,8
Ronald Barrett,31,Male,62816,M.S.,27
Linda Freeman,28,Male,54266,Ph.D.,25
Johnathan Rios,42,Female,89626,Ph.D.,5
Alice Brown MD,26,Male,66391,Ph.D.,6
Bradley Jones,44,Female,88815,M.S.,1
Tara Hawkins,63,Male,56983,M.S.,16
Sherri Gross,40,Female,75586,Bachelor's,27
Lisa Price,52,Female,70593,Ph.D.,27
Martin Cox,61,Male,94568,Ph.D.,19
Maria Edwards,58,Female,93710,Bachelor's,17
Erin Williams,40,Male,67944,Ph.D.,10
Kelsey White,29,Male,90325,M.S.,27
Hannah Meyer,45,Female,81531,M.S.,17
Rebecca Myers,45,Female,65615,Ph.D.,5
Lucas Stafford,40,Female,73366,M.S.,11
Alan Aguirre,57,Male,51870,M.S.,23
Paula Rios,46,Male,50882,M.S.,20
Brady Hill,61,Female,64023,Ph.D.,18
Christina Miller,44,Female,89534,Ph.D.,2
Patricia Carney,38,Male,70934,Bachelor's,2
Andres Carlson,37,Male,67412,Bachelor's,5
Zachary Burns,47,Female,76961,Bachelor's,22
Willie Harris,62,Male,81244,Ph.D.,17
Alexis Spencer,35,Female,93556,M.S.,24
Heather Wong,37,Female,80452,Bachelor's,22
James Hall,50,Female,53259,Bachelor's,24
Laura Rodriguez,40,Male,72020,M.S.,16
Patricia Velazquez DDS,38,Male,62362,Bachelor's,2
Renee Bates,34,Male,69877,M.S.,20
Glenda Curry,41,Female,69267,Bachelor's,7
Jacqueline Morris,57,Female,79114,Bachelor's,9
Marvin Porter,51,Female,57471,M.S.,24
Kaitlin Perez,35,Male,91206,Ph.D.,13
Helen Miller,50,Female,64059,Bachelor's,30
Nicole Parker,48,Male,72472,Ph.D.,11
Connie Powell,28,Male,50177,Bachelor's,30
Patricia Rodriguez,52,Female,52422,Ph.D.,5
Travis Dean,42,Female,59295,Ph.D.,16
Ms. Cynthia Page,53,Female,51224,Ph.D.,16
Jerry Craig,31,Female,75258,M.S.,12
Frances Berry,35,Female,78337,M.S.,27
Dennis Moreno,47,Male,69008,M.S.,28
Lynn Bradshaw,64,Female,72097,M.S.,28
Jonathan Alvarez,52,Male,72011,Ph.D.,18
Michael Simmons,57,Female,57693,Bachelor's,20
Kenneth Benson,50,Male,78234,Bachelor's,23
Joshua Knight,56,Female,60175,Bachelor's,10
Arthur Campbell,55,Female,69613,Bachelor's,4
Robin Mullen,56,Female,89913,Bachelor's,18
Devin Fitzgerald MD,38,Female,78016,M.S.,7
Kristina Franco,28,Female,91714,M.S.,11
Steven Jones,42,Male,63272,Ph.D.,26
John Guerrero,63,Female,70410,Ph.D.,25
Gabrielle Gibson,27,Male,50513,Ph.D.,1
Ashley Rogers,32,Male,78125,M.S.,4
Donald Tyler,26,Female,84008,Bachelor's,12
Shannon Navarro,58,Male,96971,Ph.D.,8
Leslie Owens,25,Male,50728,Ph.D.,3
Tammy Lara,53,Female,92815,Ph.D.,28
Patricia Burns,60,Female,56195,Ph.D.,10
Paul Gomez,38,Female,67077,M.S.,21
Sean Crosby,38,Male,65924,Bachelor's,23
Christina Wilkinson,30,Male,54624,Ph.D.,25
Dr. Guy Smith MD,65,Female,55774,Bachelor's,7
Leah Goodman,34,Male,61393,Bachelor's,19
Sheila Fleming,52,Female,90799,M.S.,18
Darrell Conway,56,Male,90087,M.S.,24
Lisa Singleton,50,Male,66732,M.S.,17
Eric Hamilton,32,Male,85065,Ph.D.,17
Tammy Kane,48,Male,69398,Bachelor's,25
Kevin Cardenas,65,Female,69678,Ph.D.,27
Heather Lawrence,57,Female,74388,Ph.D.,19
Ross Barnes,57,Male,78436,M.S.,6
Andrea Robbins,32,Male,91209,Bachelor's,1
Edward Thompson,51,Female,89295,Ph.D.,29
Victoria Graves,56,Male,68190,M.S.,22
Shannon Hensley,53,Male,56877,M.S.,10
Tara Jacobs,39,Female,61815,Ph.D.,23
Mallory Ward,65,Male,63002,Ph.D.,30
Jeremiah Lee,39,Male,60351,Ph.D.,27
Kimberly Delgado,52,Male,83527,Bachelor's,24
Danny Alexander,28,Male,77276,M.S.,13
Terri Rhodes,45,Female,67765,M.S.,21
Karen Miller,27,Female,73430,Ph.D.,9
Kristina Becker,43,Female,77954,M.S.,9
Rachel Thomas,26,Female,93806,M.S.,19
Lisa Travis,58,Female,64942,M.S.,14
Vincent Wiley,30,Female,72746,Ph.D.,22
Leah Hayes,36,Male,86712,M.S.,28
Joanna Montgomery,33,Male,92410,Bachelor's,16
Jeanne Lewis,60,Male,88383,M.S.,18
Kristin Hess,28,Male,87225,Bachelor's,11
Penny Mosley,65,Male,70529,Ph.D.,19
Charles Miller,42,Female,82925,Bachelor's,9
Andrew Dickson,37,Female,80049,Bachelor's,25
Mary Cox,61,Female,90464,M.S.,5
Nicole Gonzalez,62,Male,67408,M.S.,24
Debra Dunn,39,Female,72791,M.S.,18
Michael Edwards,44,Male,98913,M.S.,1
Kristen Pope,41,Male,89865,M.S.,24
Eric Reed,44,Female,95848,Ph.D.,19
Sean Guzman,32,Female,90571,M.S.,16
Sean Garza,46,Female,96704,M.S.,25
Melissa Clark,40,Female,82473,Bachelor's,20
Joshua Jensen,32,Male,55229,Bachelor's,7
Dennis Figueroa,30,Female,91466,Bachelor's,27
Crystal Hendricks,61,Male,63771,Bachelor's,15
Abigail Johnson,52,Female,67681,Ph.D.,18
Antonio Klein,30,Male,65905,Bachelor's,13
Sherry Byrd,51,Male,79915,M.S.,8
Bethany Richards,60,Female,70523,M.S.,9
Rebekah Thornton,54,Male,94753,Bachelor's,2
Joshua Bartlett,64,Male,67827,M.S.,7
Melvin Nichols,34,Female,59829,M.S.,22
John Brock,27,Male,85874,Bachelor's,8
Lisa Vargas,54,Female,64788,M.S.,24
